N,Tema,Artista,Compositor,Lugar,Año,Ritmo,Fuente,Letra,Realizado por,letra en Spotify,Añadido a Spotify,Observaciones,...14,archivo,contenido,Ira,Anticipacion,Asco,Miedo,Alegria,Tristeza,Sorpresa,Confianza,Negativo,Positivo,id,popularity,name,album,artists,type,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
110,Charanguito,Savia Andina,"Ana Cristina Céspedes, Javier Angulo",NA,1996,Huayño,Spotify,110.txt,Edu,TRUE,NA,NA,NA,110.txt,"Charanguito, nuevamente
Quiero en mis brazos tenerte
Y en tu cajita guardar
Los secretos de mi mente

Charanguito, nuevamente
Quiero en mis brazos tenerte
Y en tu cajita guardar
Los secretos de mi mente

Por esa ingrata, por su cariño
Me estoy muriendo
Por esa ingrata, por su cariño
Me estoy muriendo

Tus cuerdas desafinadas
Suenan en mi corazón
Vacío como tu caja
Sin consuelo sin amor

Tus cuerdas desafinadas
Suenan en mi corazón
Vacío como tu caja
Sin consuelo sin amor

Por esa ingrata, por su cariño
Me estoy muriendo
Por esa ingrata, por su cariño
Me estoy muriendo

Por esa ingrata, por su cariño
Me estoy muriendo
Por esa ingrata, por su cariño
Me estoy muriendo

Por esa ingrata, por su cariño
Me estoy muriendo
Por esa ingrata, por su cariño
Me estoy muriendo

Por esa ingrata, por su cariño
Me estoy muriendo",0,0,0,0,2,0,0,1,0,3,1VPdr4SgjdLCyqaEjCDwEv,15,Charanguito,Sangre Andina,Savia Andina,track,spotify:track:1VPdr4SgjdLCyqaEjCDwEv,0.597,0.509,7,-15.647,1,0.0404,0.556,9.01e-4,0.0823,0.876,98.711,191391,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,Secreto Amor,Proyección,Yuri Ortuño León,NA,1989,Chuntunqui,Spotify,111.txt,Edu,TRUE,NA,NA,NA,111.txt,"Desde un tiempo a esta parte sin que lo sepas
Mi mente ya no piensa si no es en ti
Caminamos tu y yo mundos diferentes
Y tratar de encontrarte sería el fin

Juntar dos almas como las nuestras en un amor
Es querer que un día la luna llena se acerque al sol
Las ilusiones que hay en mi mente me hacen soñar
Que te tengo a veces entre mis brazos y tú no estás
Y tú no estás secreto amor

Muchas veces he visto tus ojos limpios
Y he sentido el deseo de amar tu piel
Tú eres mi amor secreto, mi amor furtivo
Y he de amarte en silencio en mi soledad

Juntar dos almas como las nuestras en un amor
Es querer que un día la luna llena se acerque al sol
Las ilusiones que hay en mi mente me hacen soñar
Que te tengo a veces entre mis brazos y tú no estás
Y tu no estás, secreto amor",2,3,1,4,4,4,4,4,5,6,2TsbW0HGLVx9jtJLIGtuUw,50,Secreto Amor,Secreto Amor (Bolivia y Su Folklore),Proyección,track,spotify:track:2TsbW0HGLVx9jtJLIGtuUw,0.733,0.469,3,-12.253,1,0.0441,0.526,0,0.157,0.787,128.923,227227,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,No Vuelvo a Amar,Proyección,Ramiro de la Zerda,NA,1984,Huayño,Spotify,112.txt,Edu,TRUE,NA,NA,NA,112.txt,"Me vi perdido y sin saber
Que yo moría sin querer
Ya no confiaba en otro ser
Porque perdí a la que amé

Tú me enseñaste a compartir
Mi vida entera te ofrecí
Tanta ternura te entregué
Solo volví por recibir

Porque el cariño suele cambiar
Si sabe amar, también olvidar
No existe el tiempo para borrar
Tu inmenso amor, tu dulce mirar
Quiero olvidar
No puedo más
No vuelvo amar

Me vi perdido y sin saber
Que yo moría sin querer
Ya no confiaba en otro ser
Porque perdí a la que amé

Tú me enseñaste a compartir
Mi vida entera te ofrecí
Tanta ternura te entregué
Solo volví por recibir

Porque que el cariño suele cambiar
Si sabe amar, también olvidar
No existe el tiempo para borrar
Tu inmenso amor, tu dulce mirar
Quiero olvidar
No puedo más
No vuelvo amar
",0,2,0,1,3,2,1,1,4,4,26CxcYvJSIfmcmOylk50b9,43,No Vuelvo a Amar,"No Vuelvo a Amar (feat. Yuri Ortuño León, Rafael Arias Paz, Orlando Jiménez, Raúl Muriel) [Bolivia y Su Folklore]","Proyección, Yuri Ortuño León, Rafael Arias Paz, Orlando Jiménez, Raúl Muriel",track,spotify:track:26CxcYvJSIfmcmOylk50b9,0.441,0.356,7,-9.256,1,0.0286,0.287,0.0162,0.133,0.184,80.838,222726,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,Paloma del Alma,Proyección,Ana Cristina Céspedes,NA,1986,Pasacalle,Spotify,113.txt,Edu,TRUE,NA,NA,NA,113.txt,"No había podido olvidarte
Paloma del alma mía
No había podido olvidarte
Paloma del alma mía

Creí ser tu amor perdido
Cuando no estabas conmigo
Creí ser tu amor perdido
Cuando no estabas conmigo

Viditay, paloma del alma mía
Viditay, paloma del alma mía

Hace poco prometiste
Que nunca me olvidarías
Hace poco prometiste
Que nunca me olvidarías

De tus ojos, tu sonrisa
Solo yo disfrutaría
De tus ojos, tu sonrisa
Solo yo disfrutaría

Viditay, paloma del alma mía
Viditay, paloma del alma mía

Haciendo caso a tus promesas
Se disipaban mis tristezas
Haciendo caso a tus promesas
Se disipaban mis tristezas

Hoy solo vivo de recuerdos
De aquéllos bellos momentos
Hoy solo vivo de recuerdos
De aquéllos bellos momentos

Viditay, paloma del alma mía
Viditay, paloma del alma mía

No había podido olvidarte
Paloma del alma mía
No había podido olvidarte
Paloma del alma mía

Creí ser tu amor perdido
Cuando no estabas conmigo
Creí ser tu amor perdido
Cuando no estabas conmigo

Viditay, paloma del alma mía
Viditay, paloma del alma mía",0,4,0,1,6,2,2,5,3,8,0zDiHptG1Dja0re4vHWXbb,43,Paloma del Alma Mía,Ámame (Folklore Andino),Proyección,track,spotify:track:0zDiHptG1Dja0re4vHWXbb,0.494,0.574,0,-6.902,0,0.0365,0.524,0,0.1,0.574,157.029,268934,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,Amor Joven,Kory Huayras,Edgardo Otero de la Vega,NA,1973,Huayño,Spotify,114.txt,Edu,TRUE,NA,NA,NA,114.txt,"Terminar tu me has pedido
yo te lo he concedido
ahí tienes tu camino
por hay te puedes ir
olvida todo, todo
menos aquella tarde
que faltamos al colegio
y nos fuimos a pasear

Él será el más bueno
Él será el mejor
yo no te merezco
por ahí te puedes ir

Él será el más bueno
Él será el mejor
yo no te merezco
por ahí te puedes ir

ja ja ja ja que risa que me da
la pinta que se gasta
ni bola que le doy
jo jo jo jo que risa que me da
la pinta que se gasta
ni bola que le doy

Terminar tu me has pedido
yo te lo he concedido
ahí tienes tu camino
por hay te puedes ir
olvida todo todo
menos aquella tarde
que faltamos al colegio
y nos fuimos a pasear

Él será el más bueno
Él será el mejor
yo no te merezco
por ahí te puedes ir

Él será el más bueno
Él será el mejor
yo no te merezco
por ahí te puedes ir

ja ja ja ja que risa que me da
la pinta que se gasta
ni bola que le doy
jo jo jo jo que risa que me da
la pinta que se gasta
ni bola que le doy
ni bola que le doy
ni bola que le doy",0,2,0,0,3,2,3,1,1,6,6pVxLJwcJfyB1hX2ZDxphH,25,Amor Joven,Por Siempre,Los Kory Huayras,track,spotify:track:6pVxLJwcJfyB1hX2ZDxphH,0.637,0.596,0,-10.809,0,0.0819,0.852,0,0.161,0.585,85.75,181027,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,Ríe Corazón,Proyección,Raúl Shaw Moreno,NA,1984,Kaluyo,Spotify,115.txt,Edu,TRUE,NA,NA,NA,115.txt,"Ríe, ríe corazón
Ríe, ríe corazón
El mundo es un desengaño
Risa mezclada con llanto
Ríe corazón
El mundo es un desengaño
Risa mezclada con llanto
Ríe corazón

La ausencia no causa el olvido
Cuando dos se quieren tanto
Mas bien aumenta el cariño
Cuando de tiempo se ven
Ríe corazón
Mas bien aumenta el cariño
Cuando de tiempo se ven
Ríe corazón

Reir inútil engaño
Llorar triste desconsuelo
Las penas me han traicionado
Más vale ser desgraciado 
Llora, llora corazón
Las penas me han traicionado
Más vale ser desgraciado 
Llora, llora corazón

Las penas me han traicionado
Más vale ser desgraciado 
Llora, llora corazón
",3,2,2,4,2,12,2,1,12,2,3ckAubJskHI6p08LPPcMvI,29,Ríe Corazón,"No Vuelvo a Amar (feat. Yuri Ortuño León, Rafael Arias Paz, Orlando Jiménez, Raúl Muriel) [Bolivia y Su Folklore]","Proyección, Yuri Ortuño León, Rafael Arias Paz, Orlando Jiménez, Raúl Muriel",track,spotify:track:3ckAubJskHI6p08LPPcMvI,0.549,0.464,7,-7.956,1,0.0419,0.221,2.37e-4,0.105,0.39,73.593,197451,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,El Ritmo Negro,Los Kjarkas,"Fernando Torrico, Edwin Castellanos",NA,NA,Caporal,Spotify,116.txt,Edu,TRUE,NA,NA,NA,116.txt,"El ritmo negro del corazón
El ritmo negro
Saya boliviana, saya

Saya de Los Yungas

Eh-eh-eh, eh-eh-eh
Eh-eh-eh, eh-eh-eh

El ritmo negro del corazón
El ritmo negro
Saya boliviana, saya
Saya de Los Yungas (¡sabor moreno!)

Cómo mueve las caderas
Al ritmo negro
Se siente fuego en la sangre
Fuego en los morenos

Eh-eh-eh, eh-eh-eh
Eh-eh-eh, eh-eh-eh

De Los Yungas de Bolivia
Viene la saya
Música afroboliviana
Afroboliviana
Música afroboliviana
Afroboliviana (¡sabor moreno!)

Vamos a bailar la saya
El ritmo negro
Que no se acabe la fiesta
De los morenos
Que no se acabe la fiesta
De los morenos

Eh-eh-eh, eh-eh-eh
Eh-eh-eh, eh-eh-eh

Vamos a bailar la saya boliviana

Vamos a bailar la saya boliviana

El ritmo negro del corazón
El ritmo negro
Saya boliviana, saya
Saya de Los Yungas (¡sabor moreno!)

Cómo mueve las caderas
Al ritmo negro
Se siente fuego en la sangre
Fuego en los morenos

Eh-eh-eh, eh-eh-eh
Eh-eh-eh, eh-eh-eh

De Los Yungas de Bolivia
Viene la saya
Música afroboliviana
Afroboliviana
Música afroboliviana
Afroboliviana (¡sabor moreno!)

Vamos a bailar la saya
El ritmo negro
Que no se acabe la fiesta
De los morenos
Que no se acabe la fiesta
De los morenos

Vamos a bailar la saya boliviana

Vamos a bailar la saya boliviana

El ritmo negro del corazón
El ritmo negro",2,4,2,2,5,4,2,2,5,6,1CbZrBfwZvxgicpOYLllv7,12,El Ritmo Negro,A los 500 Años,Los Kjarkas,track,spotify:track:1CbZrBfwZvxgicpOYLllv7,0.754,0.667,0,-13.107,1,0.166,0.326,0,0.369,0.87,134.24,249992,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,A Qué Volviste,Proyección,"Raul Muriel Hinojosa, Yuri Ortuño León",NA,1989,Caporal,Spotify,117.txt,Edu,TRUE,NA,NA,NA,117.txt,"¿A qué volviste mujer?
Si todo ya está perdido
¿A qué volviste a buscar
Amor que por ti no siento?

Toma el camino que ayer
Te trajo a mí y luego márchate
La flor de mi corazón se marchitó
Y no te quiero ya

¿A qué volviste mujer?
Si todo ya está perdido
¿A qué volviste a buscar
Amor que por ti no siento?

Toma el camino que ayer
Te trajo a mí, y luego márchate
La flor de mi corazón se marchitó
Y no te quiero ya

Todo mi amor te entregué
Con la ternura de un niño
El orgullo y tu desdén
Mataron mis ilusiones

¿Qué más podía yo hacer?
Irme de ti sintiendo un gran dolor
Si ya murió aquél amor
La luz del sol alumbra más sin ti

Todo mi amor te entregué
Con la ternura de un niño
El orgullo y tu desdén
Mataron mis ilusiones

¿Qué más podía yo hacer?
Irme de ti, sintiendo un gran dolor
Si ya murió aquel amor
La luz del sol alumbra más sin ti",0,2,1,2,6,8,1,1,9,7,4BUt0aHjDqR0mz9mLs0r98,51,A Qué Volviste,Secreto Amor (Bolivia y Su Folklore),Proyección,track,spotify:track:4BUt0aHjDqR0mz9mLs0r98,0.612,0.598,9,-11.089,0,0.0578,0.233,0,0.182,0.692,91.86,246267,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,Mi Golondrina,Dúo Sentimiento,Willy Alfaro,NA,NA,Cueca,Spotify,118.txt,Edu,TRUE,Si,falta sincronizar,NA,118.txt,"Ya se fue mi golondrina 
mi pasión mi alma querida, 
y mi corazón herido 
sangrando se ha de acabar,
y mi corazón herido 
sangrando se ha de acabar

Yo le llamo ingratitud
yo le llamo cruel traición,
al corazón no se puede
atarlo donde no quiere
al corazón no se puede
atarlo donde no quiere

Solo sé que tengo sueño 
despertar ya no quisiera 
para no abrir los ojos
y no verte nunca más,
para no abrir los ojos
y no verte nunca más

Al corazón no se puede
atarlo donde no quiere

Solo sé que tengo sueño 
despertar ya no quisiera 
para no abrir los ojos
y no verte nunca más,
para no abrir los ojos
y no verte nunca más

Al corazón no se puede
atarlo donde no quiere",2,1,2,2,0,3,0,0,3,3,2tuOypFhIVJXRACmoBug6l,5,Mi Golondrina,Diez Años... Con Más Sentimiento,Dúo Sentimiento,track,spotify:track:2tuOypFhIVJXRACmoBug6l,0.792,0.285,5,-13.609,1,0.0386,0.801,0.00258,0.122,0.563,125.564,259806,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,Caminito Amigo,Amaru,Jaime Medinacelli,NA,NA,Cueca,Spotify,119.txt,Edu,TRUE,Si,NA,NA,119.txt,"De aquel camino que tantas veces
pasé junto a ella
nadie se acuerda, solo yo
recordando su amor
nadie se acuerda, solo yo
recordando su amor

De sus promesas, de sus caricias
él solo es testigo
Y en el olvido, a los dos
la ingrata nos dejó
Y en el olvido, a los dos
la ingrata nos dejó

Caminito amigo
si algún día vuelve
nunca le digas que lloré
recordando su amor
nunca le digas que lloré
recordando su amor

Nunca le digas que lloré
recordando su amor

De aquel camino que tantas veces
pasé junto a ella
nadie se acuerda, solo yo
recordando su amor
nadie se acuerda, solo yo
recordando su amor

De sus promesas, de sus caricias
él solo es testigo
Y en el olvido, a los dos
la ingrata nos dejó
Y en el olvido, a los dos
la ingrata nos dejó

Caminito amigo
si algún día vuelve
nunca le digas que lloré
recordando su amor
nunca le digas que lloré
recordando su amor

Nunca le digas que lloré
recordando su amor",1,1,0,1,3,0,0,3,1,3,2RoBWdp3mteLpqj0KvJPkH,0,Caminito Amigo,"""No Esperaré...""",Amaru,track,spotify:track:2RoBWdp3mteLpqj0KvJPkH,0.68,0.674,10,-9.362,1,0.0361,0.78,0.00401,0.287,0.632,124.406,188646,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,Idilio,María Juana,Marco Veizaga,NA,NA,Morenada,Spotify,120.txt,Edu,TRUE,NA,NA,NA,120.txt,"Al año que viene volveré a bailar por ti
Al año que viene volveré a soñar por ti
Suenan las matracas de este pobre corazón
Tesorito idilio, de mi amor

¡A bailar morenos!

¡Ehh!
¿Saben quién es?
¡María Juana!

Al año que viene volveré a bailar por ti
Al año que viene volveré a soñar por ti
Suenan las matracas de este pobre corazón
Linda morenita, idilio de mi amor

Al año que viene volveré a bailar por ti
Al año que viene volveré a soñar por ti
Suenan las matracas de este pobre corazón
Linda morenita, idilio de mi amor

Regresarás, morenita bella flor
Te esperaré, tesorito de mi amor
Regresarás, morenita bella flor
Te esperaré, tesorito de mi amor

¡A bailar carajo!

¡Eso, María Juana!

Al año que viene volveré a bailar por ti
Al año que viene volveré a soñar por ti
Suenan las matracas de este pobre corazón
Linda morenita, idilio de mi amor

Al año que viene volveré a bailar por ti
Al año que viene volveré a soñar por ti
Suenan las matracas de este pobre corazón
Linda morenita, idilio de mi amor

Regresarás, morenita bella flor
Te esperaré, tesorito de mi amor
Regresarás, morenita bella flor
Te esperaré, tesorito de mi amor

¡Bailando, María Juanas!",0,4,0,0,3,1,1,2,3,5,6X2IRg1dpnTi7L8etACSvq,48,Idilio,Servidor a la Patria,María Juana,track,spotify:track:6X2IRg1dpnTi7L8etACSvq,0.662,0.852,0,-4.696,1,0.0579,0.627,0,0.106,0.371,100.041,314693,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,Rompemonteras,María Juana,Marco Veizaga,NA,NA,Tinku,Spotify,121.txt,Edu,TRUE,NA,NA,NA,121.txt,"No estás conmigo y me siento perdido
Y el corazón ya no tiene latidos

Sabes que te extraño tanto 
Y no puedo vivir sin ti

Sin tu mirada me siento vacío
Sin tu sonrisa no encuentro camino

Sabes q te amado tanto 
Y me voy a morir sin ti

Rompe monteras de corazón
Cuando yo bailo es por devoción

Si es que ahora estoy llorando
Es por que tengo roto el corazón

Rompe monteras de corazón
Cuando yo bailo es por devoción

Voy a cumplir mi promesa
Aunque duela tan fuerte el corazón

No estás conmigo y me siento perdido
Y el corazón ya no tiene latidos

Sabes que te extraño tanto 
Y no puedo vivir sin ti

Sin tu mirada me siento vacío
Sin tu sonrisa no encuentro camino

Sabes q te amado tanto 
Y me voy a morir sin ti

Rompe monteras de corazón
Cuando yo bailo es por devoción

Si es que ahora estoy llorando
Es por que tengo roto el corazón

Rompe monteras de corazón
Cuando yo bailo es por devoción

Voy a cumplir mi promesa
Aunque duela tan fuerte el corazón",1,1,0,2,4,3,2,3,5,5,4tKoSEYIu94FxIhZq2wYh7,42,Rompemonteras,Servidor a la Patria,María Juana,track,spotify:track:4tKoSEYIu94FxIhZq2wYh7,0.656,0.922,4,-3.964,0,0.086,0.342,0,0.247,0.971,154.015,245627,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,Corazoncito,Sumaya Andina,Juan Carlos Soria Coca,NA,NA,Salay,Spotify,122.txt,Edu,TRUE,NA,NA,NA,122.txt,"Para ti, mi corazoncito

Corazoncito no sufras más
Pues el dolor nos matará
Ella se fue por otro amor
Y nunca, nunca ella volverá

Corazoncito no sufras más
Pues el dolor nos matará
Ella se fué por otro amor
Y nunca, nunca ella volverá

¿Y no te basta verme llorar?
¿Por qué te gusta verme llorar?
Corazón mío, sin un adiós
Aquí estoy sin tu perdón

¿Y no te basta verme llorar?
¿Por qué te gusta verme llorar?
Corazón mío, sin un adiós
Aquí estoy sin tu perdón

Ese zapateadito wawitay

¿Y cómo te gusta?
Así, así, así, mi amor

Corazoncito no sufras más
Pues el dolor nos matará
Ella se fue por otro amor
Y nunca, nunca ella volverá

Corazoncito no sufras más
Pues el dolor nos matará
Ella se fue por otro amor
Y nunca, nunca ella volverá

¿Y no te basta verme llorar?
¿Por qué te gusta verme llorar?
Corazón mío, sin un adiós
Aquí estoy sin tu perdón

¿Y no te basta verme llorar?
¿Por qué te gusta verme llorar?
Corazón mío, sin un adiós
Aquí estoy sin tu perdón

Ese zapateadito wawitay

¿Y no te basta verme llorar?
¿Por qué te gusta verme llorar?
Corazón mío, sin un adiós
Aquí estoy sin tu perdón

¿Y no te basta verme llorar?
¿Por qué te gusta verme llorar?
Corazón mío, sin un adiós
Aquí estoy sin tu perdón

¿Y no te basta verme llorar?
¿Por qué te gusta verme llorar?
Corazón mío, sin un adiós
Aquí estoy sin tu perdón
",1,0,1,3,1,10,0,0,11,2,7BNwB899c9zNcwsUa3Q35z,37,Corazoncito,Corazoncito,SUMAYA ANDINA,track,spotify:track:7BNwB899c9zNcwsUa3Q35z,0.758,0.63,10,-8.185,1,0.0479,0.4,0,0.11,0.85,87.023,249986,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,Cecilia,Jach'a Mallku,Alejandro Arias,NA,NA,Morenada,Spotify,123.txt,Edu,TRUE,NA,NA,NA,123.txt,"Por mi morenada central la mejor del mundo
Jach'a Mallku lo mejor

Yo por tu amor que no daría
La luna, el sol, hasta mi vida
Morenita linda, ay mi Cecilia

Yo por tu amor que no daría
La luna, el sol, hasta mi vida
Morenita linda, ay mi Cecilia

Quiero tenerte junto a mi corazón
Para amarte, adorarte, respetarte hasta el fin
Flor de los Andes

Quiero tenerte junto a mi corazón
Para amarte, adorarte, respetarte hasta el fin
Flor de los Andes

En el carnaval de Oruro
Ay Cecilia te voy a encontrar
Carnaval, para amarte
Morenita de la central

En el carnaval de Oruro
Ay Cecilia te voy a encontrar
Carnaval, para amarte
Morenita de la central

Yo por tu amor que no daría
La luna, el sol, hasta mi vida
Morenita linda, ay mi Cecilia

Yo por tu amor que no daría
La luna, el sol, hasta mi vida
Morenita linda, ay mi Cecilia

Quiero tenerte junto a mi corazón
Para amarte, adorarte, respetarte hasta el fin
Flor de los Andes

Quiero tenerte junto a mi corazón
Para amarte, adorarte, respetarte hasta el fin
Flor de los Andes

En el carnaval de Oruro
Ay Cecilia te voy a encontrar
Carnaval, para amarte
Morenita de la central

En el carnaval de Oruro
Ay Cecilia te voy a encontrar
Carnaval, para amarte
Morenita de la central",0,1,1,1,4,1,1,1,1,4,3T0MpkTcr9LUCryLhzd3Dw,29,Cecilia,"Antología de La Morenada, Vol.2",Jach'a Mallku,track,spotify:track:3T0MpkTcr9LUCryLhzd3Dw,0.699,0.775,7,-5.774,0,0.05,0.493,0,0.275,0.893,105.632,289776,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,Hasta El Día De Mi Muerte,Siempre Mayas,Alfonso Zabala,NA,2006,Morenada,Spotify,124.txt,Edu,TRUE,NA,NA,NA,124.txt,"Quisiera decirte, amor
Lo mucho que te quiero
Quisiera besarte y abrazarte
Amor mío

Quisiera decirte, amor
Lo mucho que te quiero
Quisiera besarte y abrazarte
Cariño mío

Quisiera decirte, amor
Lo mucho que te quiero
Quisiera besarte y abrazarte
Cariño mío

Quisiera entregarte todo
Todo mi corazón
Porque como yo nunca habrá
Quien te quiera de verdad

Quisiera entregarte todo
Todo mi corazón
Porque como yo nunca habrá
Quien te quiera de verdad

Te quiero y te he de querer
Te amo y te amaré
Hasta el día en que la muerte me aleje de ti

Te quiero y te he de querer
Te amo y te amaré
Hasta el día en que la muerte me aleje de ti

Te amo y te amaré
Hasta el día de mi muerte

Quisiera decirte, amor
Lo mucho que te quiero
Quisiera besarte y abrazarte
Cariño mío

Quisiera decirte, amor
Lo mucho que te quiero
Quisiera besarte y abrazarte
Cariño mío

Quisiera entregarte todo
Todo mi corazón
Porque como yo nunca habrá
Quien te quiera de verdad

Quisiera entregarte todo
Todo mi corazón
Porque como yo nunca habrá
Quien te quiera de verdad

Te quiero y te he de querer
Te amo y te amaré
Hasta el día en que la muerte me aleje de ti

Te quiero y te he de querer
Te amo y te amaré
Hasta el día en que la muerte me aleje de ti

Amor mío ni la muerte me alejará de ti, te amo",1,1,1,1,1,2,1,1,2,2,2TrY1v66tJOTgoUBMYlwYg,28,Hasta El Día De Mi Muerte,El Camino Continúa... El Sueño no Termina,Siempre Mayas,track,spotify:track:2TrY1v66tJOTgoUBMYlwYg,0.754,0.804,0,-1.453,0,0.053900000000000003,0.438,0,0.0811,0.717,98.833,274813,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,La Ovejerita,Guisela Santa Cruz,Juan Osinaga,Vallegrande,NA,Carnavalito,Spotify,125.txt,Javi,TRUE,NA,NA,NA,125.txt,"Cuándo salí de casa
En busca de un querer
Me encontré una ovejera
Y de ella me enamoré

Cuándo salí de casa
En busca de un querer
Me encontré una ovejera
Y de ella me enamoré

Esa ovejerita no sabía bailar
No sabia cantar
Tampoco enamorar
Ahora me la llevo
Por qué es mi querer
Con esa ovejera me voy a perder

Era de cabellos rubios cómo los rayos del sol y
Unos ojitos verdes que me roba el corazón
Era de cabellos rubios cómo los rayos del sol y
Unos ojitos verdes que me roba el corazón

Esa ovejerita no sabía bailar
No sabía cantar tampoco enamorar
Ahora me la llevo porqué es mi querer
Con esa ovejera me voy a perder

Era de cabellos rubios cómo los rayos del sol y
Unos ojitos verdes que me roba el corazón
Era de cabellos rubios cómo los rayos del sol y
Unos ojitos verdes que me roba el corazón

Esa ovejerita no sabía bailar
No sabía cantar tampoco enamorar
Ahora me la llevo por qué es mi querer
Con esa ovejera me voy a perder",3,2,2,2,3,6,2,2,5,4,0AkpLAfc9cQuqhikM9BxTZ,18,La Ovejerita,De Colección,Guisela Santa Cruz,track,spotify:track:0AkpLAfc9cQuqhikM9BxTZ,0.704,0.816,5,-3.346,1,0.0583,0.342,0,0.0522,0.964,170.251,144200,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,Brujita,Llajtaymanta,Alberto Luis Aguilar,NA,2003,Morenada,Spotify,126.txt,Javi,TRUE,NA,NA,NA,126.txt,"Hace mucho tiempo yo, me enamoré de ti
cuando bailabas bella, en el carnaval
Quién hubiera imaginado besar tus labios
y acariciar tus lindos negros cabellos

Linda brujita bella flor
embrujaste mi corazón
Hoy te ofrezco mi amor
ante la mamita del Socavón

Linda brujita bella flor
embrujaste mi corazón
Hoy te ofrezco mi amor
ante la mamita del Socavón

Mi quirquinchito alegre cantará
Poncho vicuña te protegerá
A la mujer que me encantó
A la mujer que me embrujó
este cocani amará
Mi quirquinchito alegre cantará
Poncho vicuña te protegerá
A la mujer que me encantó
A la mujer que me embrujó
este cocani amará

Hace mucho tiempo yo, me enamoré de ti
cuando bailabas bella, en el carnaval
Quién hubiera imaginado besar tus labios
y acariciar tus lindos negros cabellos

Linda brujita bella flor
embrujaste mi corazón
Hoy te ofrezco mi amor
ante la mamita del Socavón

Linda brujita bella flor
embrujaste mi corazón
Hoy te ofrezco mi amor
ante la mamita del Socavón

Mi quirquinchito alegre cantará
Poncho vicuña te protegerá
A la mujer que me encantó
A la mujer que me embrujó
este cocani amará


Pisa, pisa compañero pisaremos con valor
Pisa, pisa compañero pisaremos con valor
En la viña de María se trabaja con valor
En la viña de María se trabaja con valor

Este negro caporal no nos deja descansar
Este negro caporal no nos deja descansar
Siendo de una misma sangre mucho nos hace enfermar
Siendo de una misma sangre mucho nos hace enfermar

Ser esclavo mi señora mucho, mucho es padecer
Ser esclavo mi señora mucho, mucho es padecer
En cadenas roncadoras tanto amo a quien servir 
En cadenas roncadoras tanto amo a quien servir

Pisa pisa negro viejo, ojos de diamante fino
Pisa pisa negro viejo, ojos de diamante fino
Pisa pisa negro viejo, nariz de ternero viejo 
Pisa pisa negro viejo, nariz de ternero viejo 
",2,4,2,2,11,5,1,6,8,15,5Oe7iQhUFXsktP78UsWDtY,35,Brujita,Sin Llorar,Llajtaymanta,track,spotify:track:5Oe7iQhUFXsktP78UsWDtY,0.497,0.773,7,-5.525,1,0.0507,0.219,1.19e-5,0.244,0.835,102.569,498960,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
